ID,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Gender,Age,User_Age_Group
414,5581,0,1,1,1,0,0,0,0,8296,Female,21,Young
415,10732,0,1,1,1,1296,6,0,0,8296,Female,31,Adult
416,620498,0,5,1,1,25395,53,1750,14,8296,Male,77,Senior
417,68963,0,4,1,1,37723,15,0,0,8296,Male,64,Senior
418,109640,0,4,1,1,66983,38,5500,17,8296,Female,74,Senior
419,225802,0,5,1,1,74340,16,200,2,8296,Male,32,Adult
420,58452,0,1,1,1,0,0,0,0,8296,Male,38,Adult
421,109087,0,2,1,1,10462,16,0,0,8296,Female,32,Adult
422,68286,0,3,1,1,22831,13,0,0,8296,Male,73,Senior
423,68464,0,1,1,1,240,3,0,0,8296,Female,68,Senior
424,131960,2000,3,1,1,16081,8,0,0,8296,Female,31,Adult
425,199956,1178,1,1,1,0,0,0,0,8296,Female,47,Adult
426,529886,7210,1,1,1,23866,26,7741,15,8296,Female,41,Adult
427,23529,0,1,1,1,500,1,0,0,8296,Male,27,Young
428,190295,0,4,1,1,3501,15,0,0,8296,Female,33,Adult
429,21083,0,5,1,1,129330,16,1000,2,8296,Female,78,Senior
430,117860,0,5,1,1,62758,15,0,0,8296,Female,32,Adult
431,118844,0,4,1,1,28731,17,400,2,8289,Male,63,Senior
432,60493,0,1,1,1,9000,1,0,0,8289,Female,69,Senior
433,491987,0,5,1,1,68007,23,700,2,8289,Male,24,Young
434,87692,0,1,1,1,2310,6,500,1,8289,Female,30,Young
435,78028,0,4,1,1,36269,24,0,0,8289,Female,70,Senior
436,251286,0,1,1,1,0,0,0,0,8289,Female,75,Senior
437,17575,0,1,1,1,0,0,0,0,8289,Male,34,Adult
438,50431,0,1,1,1,1000,1,0,0,8289,Female,75,Senior
439,153597,0,5,1,1,56567,18,0,0,8289,Male,26,Young
440,74579,0,1,1,1,4600,11,600,8,8289,Male,49,Adult
441,2494,0,1,1,1,0,0,0,0,8289,Male,34,Adult
442,96031,0,4,1,1,46588,21,0,0,8289,Female,50,Adult
443,353678,0,4,1,1,141230,28,1450,5,8289,Female,31,Adult
444,50052,0,4,1,1,49383,13,0,0,8289,Male,55,Senior
445,13381,0,1,1,1,1000,8,0,0,8289,Male,49,Adult
446,25123,0,1,1,1,2030,6,0,0,8289,Female,39,Adult
447,132555,0,3,1,1,24775,31,350,1,8289,Male,48,Adult
448,14528,0,1,1,1,6000,7,3000,6,8289,Female,72,Senior
449,24038,0,2,1,1,6290,14,0,0,8289,Male,54,Senior
450,192104,0,3,1,1,39010,53,1750,8,8289,Female,51,Senior
451,106773,0,1,1,1,12900,10,1400,8,8289,Female,61,Senior
452,229397,0,3,1,1,22873,13,0,0,8289,Female,77,Senior
453,14732,0,1,1,1,100,1,0,0,8289,Female,20,Young
454,383129,0,3,1,1,23608,16,500,1,8289,Female,75,Senior
455,11431,0,1,1,1,1759,4,759,3,8289,Female,38,Adult
456,175461,0,4,1,1,40997,14,0,0,8289,Female,76,Senior
457,52953,0,1,1,1,500,1,0,0,8289,Male,35,Adult
458,182291,0,3,1,1,24155,22,0,0,8289,Male,44,Adult
459,198317,0,5,1,1,61714,16,0,0,8289,Male,68,Senior
460,49053,0,1,1,1,6498,18,950,5,8289,Female,58,Senior
461,22772,0,1,1,1,0,0,0,0,8289,Female,33,Adult
462,34170,0,3,1,1,15476,20,150,1,8289,Male,52,Senior
463,158483,0,2,1,1,9018,11,0,0,8289,Male,28,Young
464,43285,0,4,1,1,28613,14,0,0,8252,Male,78,Senior
465,52980,0,3,1,1,17078,14,0,0,8237,Female,77,Senior
466,74342,0,1,1,1,4389,12,0,0,8228,Male,56,Senior
467,139849,0,3,1,1,19946,15,0,0,8228,Female,71,Senior
468,26080,0,2,1,1,9872,13,0,0,8228,Male,43,Adult
469,29469,0,1,1,1,2522,4,0,0,8228,Female,44,Adult
470,189252,0,1,1,1,2991,15,0,0,8228,Female,23,Young
471,382546,0,5,1,1,136619,34,3000,6,8228,Male,58,Senior
472,1113394,2015,5,1,1,60883,26,2600,9,8228,Male,64,Senior
473,459681,0,5,1,1,95531,17,0,0,8228,Female,28,Young
474,83590,0,1,1,1,3708,22,0,0,8228,Female,68,Senior
475,82528,0,1,1,1,2100,5,600,4,8228,Male,37,Adult
476,5600,0,1,1,1,125,1,0,0,8228,Female,66,Senior
477,743745,2066,1,1,1,4100,20,2500,18,8228,Female,53,Senior
478,43954,0,5,1,1,63463,13,250,1,8228,Male,35,Adult
479,52005,0,3,1,1,11870,15,100,1,8228,Male,24,Young
480,45494,0,1,1,1,5021,16,600,2,8228,Male,39,Adult
481,171509,0,3,1,1,40090,55,6381,23,8151,Female,21,Young
482,235947,0,1,1,1,3982,16,0,0,8145,Male,32,Adult
483,153108,0,4,1,1,25802,14,500,1,8137,Female,56,Senior
484,260261,0,4,1,1,33047,21,0,0,8146,Female,73,Senior
485,80223,0,3,1,1,21248,26,2050,7,8121,Female,72,Senior
486,38716,0,2,1,1,8253,21,0,0,8114,Female,35,Adult
487,1125076,0,3,1,1,23046,14,0,0,8107,Male,47,Adult
488,10954,500,1,1,1,2500,1,0,0,8095,Female,67,Senior
489,97099,0,1,1,1,6325,21,1700,5,8085,Female,67,Senior
490,62396,2128,1,1,1,1250,3,0,0,8075,Female,54,Senior
491,40645,0,3,1,1,18348,13,0,0,8067,Male,41,Adult
492,82655,0,5,1,1,101101,19,700,2,8057,Male,32,Adult
493,84035,0,1,1,1,4240,6,1600,4,8114,Female,62,Senior
494,1199220,2919,1,1,1,3800,19,3300,18,8023,Male,53,Senior
495,86345,0,3,1,1,13415,16,350,2,8009,Female,74,Senior
496,2701,0,1,1,1,5000,10,0,0,8002,Female,57,Senior
497,46874,0,1,1,1,9689,38,500,1,7990,Female,51,Senior
498,10879,0,5,1,1,78186,32,3400,12,7981,Male,48,Adult
499,12742,0,1,1,1,0,0,0,0,7966,Female,48,Adult
500,122904,0,4,1,1,37380,21,1300,4,7956,Female,73,Senior
501,10994,0,1,1,1,1250,3,0,0,8007,Male,70,Senior
502,2318,0,2,1,1,8747,14,0,0,7945,Male,67,Senior
503,11070,0,1,1,1,0,0,0,0,7939,Male,20,Young
504,21921,0,1,1,1,0,0,0,0,7939,Male,19,Young
505,162521,0,5,1,1,57354,25,0,0,8105,Male,27,Young
506,207545,0,1,1,1,11137,34,4387,12,8105,Male,60,Senior
507,86112,0,4,1,1,35528,22,0,0,8105,Female,45,Adult
508,18328,0,1,1,1,0,0,0,0,6790,Female,67,Senior
509,217557,0,5,1,1,97584,19,550,2,6679,Male,60,Senior
510,11504,0,1,1,1,100,1,0,0,6675,Female,66,Senior
511,143200,0,5,1,1,79837,28,50,1,6667,Female,49,Adult
512,160703,0,4,1,1,32560,12,0,0,6666,Female,64,Senior
513,910,0,1,1,1,5172,13,0,0,6662,Male,19,Young
514,94105,0,1,1,1,100,1,0,0,6676,Male,20,Young
515,18422,0,1,1,1,3297,13,0,0,6653,Male,27,Young
516,889456,1024,5,1,1,98959,29,850,4,6652,Female,18,Young
517,9800,589,1,1,1,10348,34,3000,25,6651,Female,34,Adult
518,148318,0,4,1,1,51197,22,350,2,6648,Female,27,Young
519,26149,0,1,1,1,5190,6,0,0,6646,Male,36,Adult
520,76933,0,4,1,1,28075,17,0,0,6646,Female,56,Senior
521,346178,0,5,1,1,63803,16,0,0,6645,Female,74,Senior
522,22878,0,1,1,1,9039,32,0,0,6641,Male,58,Senior
523,66741,2880,5,1,1,71921,30,2600,7,6638,Female,64,Senior
524,134060,0,4,1,1,46606,13,0,0,6637,Female,47,Adult
525,3305,0,1,1,1,31465,24,1700,10,6633,Male,38,Adult
526,28930,0,1,1,1,8185,17,0,0,6630,Female,37,Adult
527,208519,0,1,1,1,4040,6,450,2,6627,Female,77,Senior
528,58951,0,4,1,1,47994,15,500,1,6625,Male,21,Young
529,25395,0,1,1,1,2000,1,0,0,6624,Male,62,Senior
530,109248,0,1,1,1,6828,11,0,0,6618,Female,75,Senior
531,43387,0,1,1,1,4942,13,0,0,6613,Male,43,Adult
532,52423,0,4,1,1,26926,13,0,0,6611,Male,48,Adult
533,26858,500,4,1,1,34308,17,900,3,6606,Male,55,Senior
534,5410,0,4,1,1,45890,22,0,0,6603,Male,58,Senior
535,18177,0,3,1,1,12040,12,0,0,6690,Female,79,Senior
536,413509,0,1,1,1,2500,1,0,0,6598,Male,48,Adult
537,98472,1776,5,1,1,124421,45,10250,28,6621,Male,45,Adult
538,86520,3445,5,1,1,64450,20,1000,2,6592,Male,39,Adult
539,16648,0,1,1,1,625,4,0,0,6588,Female,32,Adult
540,267404,0,5,1,1,263685,51,3000,6,6584,Male,67,Senior
541,31478,0,3,1,1,18885,18,0,0,6578,Male,40,Adult
542,17445,0,1,1,1,4500,3,500,1,6576,Male,51,Senior
543,49052,0,4,1,1,46718,17,0,0,6575,Female,73,Senior
544,21689,0,1,1,1,0,0,0,0,6570,Female,27,Young
545,18302,0,1,1,1,2197,10,0,0,6569,Female,39,Adult
546,26220,0,1,1,1,2775,11,0,0,6647,Male,73,Senior
547,59552,0,1,1,1,7551,22,0,0,6473,Female,41,Adult
548,34962,0,1,1,1,252,3,0,0,6208,Male,54,Senior
549,16153,0,1,1,1,180,1,0,0,6491,Male,43,Adult
550,28931,0,1,1,1,6500,4,500,1,6354,Male,62,Senior
551,202636,0,1,1,1,19000,5,0,0,6119,Female,66,Senior
552,153962,0,5,1,1,90992,21,0,0,6567,Female,22,Young
553,63311,0,4,1,1,25048,14,0,0,6634,Male,76,Senior
554,8561,0,1,1,1,2050,8,1300,2,6675,Female,42,Adult
555,256219,0,3,1,1,29823,33,6568,16,6561,Male,18,Young
556,122700,0,3,1,1,18604,13,0,0,6556,Male,45,Adult
557,81419,0,2,1,1,7769,12,350,1,6599,Female,20,Young
558,13873,0,1,1,1,4833,20,0,0,6519,Female,21,Young
559,148,0,1,1,1,190,2,0,0,6507,Male,35,Adult
560,178919,0,3,1,1,23387,17,0,0,6555,Male,69,Senior
562,19702,0,1,1,1,3000,1,0,0,6554,Female,51,Senior
563,18820,0,1,1,1,0,0,0,0,6549,Male,44,Adult
564,213849,0,1,1,1,500,1,0,0,6549,Male,55,Senior
565,28077,0,1,1,1,735,6,500,1,6575,Female,74,Senior
566,4528,0,1,1,1,290,1,0,0,6565,Male,64,Senior
567,40418,0,3,1,1,12678,12,0,0,6541,Male,25,Young
568,380930,0,2,2,1,22485,25,213,1,6539,Male,33,Adult
569,176849,0,1,1,1,7700,11,950,4,6539,Male,76,Senior
570,71235,0,4,1,1,41004,14,0,0,6535,Female,25,Young
571,76446,0,5,1,1,63811,17,0,0,6550,Female,22,Young
572,148915,0,3,1,1,23522,16,650,2,6532,Female,20,Young
573,65034,0,3,1,1,14331,16,800,3,6541,Female,63,Senior
574,35738,0,4,1,1,41264,16,0,0,6526,Female,37,Adult
575,313,0,1,1,1,1600,1,0,0,6525,Female,62,Senior
576,55703,0,1,1,1,0,0,0,0,6520,Female,25,Young
577,11613,0,1,1,1,2000,1,0,0,6519,Female,30,Young
578,65672,0,4,1,1,29089,13,0,0,6529,Male,78,Senior
579,84785,0,1,1,1,4570,14,0,0,6514,Male,29,Young
580,30592,862,1,1,1,2602,7,0,0,6512,Male,41,Adult
581,99293,0,5,1,1,81040,23,1000,2,6508,Female,36,Adult
582,51830,0,1,1,1,0,0,0,0,6507,Male,18,Young
583,20126,0,5,1,1,78999,28,800,3,6506,Female,43,Adult
584,3294,0,1,1,1,1330,2,0,0,6498,Female,67,Senior
585,11143,0,1,1,1,2800,6,800,5,6529,Male,73,Senior
586,8250,0,1,1,1,250,2,0,0,6486,Female,33,Adult
587,117670,0,5,1,1,53043,19,550,1,6505,Male,57,Senior
588,49454,0,2,1,1,9548,22,250,1,6501,Male,22,Young
589,58421,0,1,1,1,1000,1,0,0,6532,Male,31,Adult
590,33443,0,1,1,1,0,0,0,0,6476,Male,78,Senior
591,13886,0,1,1,1,0,0,0,0,6465,Female,53,Senior
592,15349,0,1,1,1,250,2,0,0,6457,Female,77,Senior
593,78712,0,1,1,1,0,0,0,0,6433,Female,23,Young
594,89742,0,4,1,1,39073,13,0,0,6498,Male,28,Young
595,31311,0,1,1,1,3961,10,0,0,6494,Female,74,Senior
596,133445,8264,1,1,1,3375,13,0,0,6492,Female,61,Senior
597,136161,0,1,1,1,6032,15,0,0,6463,Female,52,Senior
599,9998,0,1,1,1,0,0,0,0,6448,Male,68,Senior
600,37904,0,3,1,1,19052,17,0,0,6487,Male,60,Senior
601,41243,0,4,1,1,27971,7,300,1,6483,Female,67,Senior
602,54011,1604,3,1,1,38380,20,5780,4,6487,Female,49,Adult
603,5351,0,1,1,1,100,1,0,0,6450,Female,77,Senior
604,23334,0,1,1,1,0,0,0,0,6441,Female,57,Senior
605,11255,0,1,1,1,0,0,0,0,6428,Female,20,Young
606,48127,0,4,1,1,41447,28,0,0,6421,Male,45,Adult
607,329497,0,5,1,1,57264,12,0,0,6484,Male,37,Adult
608,158895,0,4,1,1,41954,15,0,0,6525,Female,78,Senior
609,34540,0,4,1,1,27882,13,0,0,6494,Female,73,Senior
610,117623,0,5,1,1,86582,26,1000,6,6477,Female,35,Adult
611,126409,0,4,1,1,28460,13,0,0,6478,Female,27,Young
612,112843,0,3,1,1,16137,14,0,0,6472,Female,45,Adult
613,117240,0,1,1,1,1200,3,700,2,6471,Female,30,Young
614,7216,0,3,1,1,21419,18,0,0,6470,Male,58,Senior
615,26412,0,1,1,1,5086,2,0,0,6552,Male,38,Adult
616,427528,0,4,1,1,35098,16,1600,3,6465,Male,57,Senior
617,1846,0,1,1,1,450,1,0,0,6471,Female,49,Adult
618,45830,0,2,1,1,23404,10,0,0,6459,Male,48,Adult
619,179042,0,1,1,1,25078,50,3350,15,6456,Male,44,Adult
620,41487,500,1,1,1,10885,7,0,0,6451,Female,27,Young
621,39601,0,1,1,1,3733,9,0,0,6450,Female,52,Senior
622,46142,0,3,1,1,14445,13,0,0,6452,Female,38,Adult
623,110277,0,4,1,1,37110,18,1500,3,6445,Male,55,Senior
625,122928,0,3,1,1,12211,14,0,0,6443,Female,28,Young
626,146599,0,3,1,1,16463,16,1000,2,6444,Female,34,Adult
627,338656,0,4,1,1,52908,16,0,0,6444,Male,49,Adult
628,54125,0,4,1,1,48874,17,450,3,6463,Male,32,Adult
629,29861,0,4,1,1,28190,15,0,0,6407,Male,19,Young
630,126148,0,2,1,1,6273,8,0,0,6435,Female,28,Young
631,62080,2975,2,1,1,19113,32,10650,28,6434,Female,72,Senior
632,175131,0,5,1,1,53495,15,0,0,6431,Female,58,Senior
633,365918,0,5,1,1,83752,23,1373,7,6429,Male,19,Young
634,105547,0,3,1,1,24973,26,500,1,6415,Male,38,Adult
635,67615,0,3,1,1,14168,13,0,0,6413,Male,31,Adult
636,33554,0,4,1,1,27410,16,350,1,6428,Female,70,Senior
637,163083,0,1,1,1,3825,9,450,4,6428,Female,31,Adult
638,747983,0,4,1,1,26117,15,50,1,6427,Female,46,Adult
639,415070,588,5,1,1,153183,41,3802,20,6423,Male,19,Young
640,18111,0,1,1,1,4625,26,0,0,6463,Male,51,Senior
641,41526,0,1,1,1,0,0,0,0,6406,Male,28,Young
642,38021,0,1,1,1,5538,9,0,0,6407,Female,56,Senior
643,17500,0,1,1,1,0,0,0,0,6400,Male,56,Senior
644,5906,0,1,1,1,280,1,0,0,6395,Female,69,Senior
645,70133,0,2,1,1,7396,16,0,0,6392,Female,75,Senior
646,32010,0,1,1,1,12315,6,650,2,6421,Male,68,Senior
647,82605,0,3,1,1,23049,15,0,0,6417,Male,61,Senior
648,77285,0,5,1,1,63841,32,0,0,6417,Male,54,Senior
649,15219,0,1,1,1,0,0,0,0,6427,Male,66,Senior
650,54889,0,2,1,1,13150,4,0,0,6438,Male,30,Young
651,8910,0,1,1,1,150,1,150,1,6413,Female,29,Young
652,49891,0,1,1,1,500,1,500,1,6392,Male,74,Senior
653,10484,0,1,1,1,0,0,0,0,6375,Female,64,Senior
654,15496,0,1,1,1,0,0,0,0,6324,Male,41,Adult
655,16714,0,1,1,1,0,0,0,0,6214,Female,54,Senior
656,25835,0,3,1,1,15153,15,0,0,6142,Female,43,Adult
657,3487,0,1,1,1,710,1,0,0,6059,Female,57,Senior
658,347096,0,1,1,1,12000,6,0,0,6408,Female,32,Adult
659,155962,1199,3,1,1,16510,16,50,1,6406,Male,18,Young
660,160572,0,1,1,1,8163,18,500,1,6403,Female,36,Adult
661,257068,2586,1,1,1,5900,4,400,1,6420,Male,75,Senior
662,48410,0,4,1,1,37869,16,500,1,6395,Male,58,Senior
663,33269,0,1,1,1,4675,10,200,1,6396,Female,44,Adult
664,25685,0,1,1,1,185,3,0,0,6382,Female,70,Senior
665,50500,0,1,1,1,4765,14,0,0,6380,Male,74,Senior
666,97486,0,3,1,1,22707,15,0,0,6387,Female,73,Senior
667,323459,0,1,1,1,12000,8,1500,3,6378,Female,72,Senior
668,11821,0,1,1,1,10697,10,0,0,6387,Female,49,Adult
669,37039,0,4,1,1,29976,18,0,0,6375,Male,25,Young
670,28306,0,1,1,1,233,3,0,0,6371,Female,56,Senior
671,109532,0,5,1,1,128048,53,7939,26,6372,Male,67,Senior
672,91974,0,3,1,1,19223,18,500,1,6372,Male,33,Adult
673,65823,0,4,1,1,28208,19,300,3,6373,Male,63,Senior
675,104824,0,3,1,1,14582,15,0,0,6366,Female,41,Adult
676,16061,0,1,1,1,2750,11,0,0,6366,Male,63,Senior
677,55237,0,2,1,1,5547,14,0,0,6358,Male,47,Adult
678,10491,0,1,1,1,5025,11,150,1,6357,Male,19,Young
679,192334,0,4,1,1,33950,21,1450,4,6366,Male,71,Senior
680,45501,0,4,1,1,49656,17,316,1,6375,Female,48,Adult
681,18661,0,1,1,1,0,0,0,0,6352,Female,18,Young
682,89668,0,4,1,1,29130,14,0,0,6350,Female,37,Adult
683,53327,0,1,1,1,8650,6,650,2,6350,Female,70,Senior
684,133143,0,4,1,1,43643,14,50,1,6385,Female,41,Adult
685,22268,0,3,1,1,23582,15,200,1,6339,Female,67,Senior
686,26556,3490,1,1,1,2845,14,720,4,6339,Male,39,Adult
687,9601,0,3,1,1,20467,16,0,0,6338,Male,46,Adult
688,280561,0,3,1,1,12154,13,0,0,6337,Female,49,Adult
689,146248,0,1,1,1,2900,4,1400,3,6333,Female,46,Adult
690,9483,0,1,1,1,1000,1,0,0,6340,Male,35,Adult
691,119082,5051,1,1,1,4230,17,3600,14,6340,Male,32,Adult
692,232171,0,3,1,1,22258,30,650,2,6340,Female,76,Senior
693,369816,1745,4,1,1,46942,35,7266,17,6340,Female,56,Senior
694,37381,0,1,1,1,6091,16,0,0,6332,Male,43,Adult
695,173543,0,5,1,1,92752,25,0,0,6329,Female,45,Adult
696,31211,0,1,1,1,280,4,100,1,6330,Male,37,Adult
697,47780,0,5,1,1,88773,20,250,2,6329,Female,78,Senior
698,79479,0,3,1,1,23167,13,0,0,6118,Male,50,Adult
699,81960,0,4,1,1,37072,22,700,7,6326,Female,49,Adult
700,20162,0,1,1,1,2750,15,0,0,6324,Male,39,Adult
701,105683,0,4,1,1,28386,17,0,0,6361,Female,33,Adult
702,234327,0,4,1,1,30406,28,150,2,6319,Female,39,Adult
703,463494,0,3,1,1,27390,17,750,1,6323,Female,20,Young
704,17334,0,1,1,1,6783,27,50,1,6318,Male,54,Senior
705,57909,0,1,1,1,5150,4,0,0,6323,Female,78,Senior
706,17949,0,1,1,1,0,0,0,0,6312,Male,48,Adult
707,529477,0,2,1,1,31624,28,2098,5,6311,Female,48,Adult
708,71543,0,1,1,1,0,0,0,0,6305,Female,45,Adult
709,111897,0,3,1,1,14728,14,0,0,6310,Male,52,Senior
710,61598,0,1,1,1,0,0,0,0,6311,Female,37,Adult
711,417875,0,4,1,1,44472,18,0,0,6308,Male,34,Adult
712,340874,0,5,1,1,68090,43,5676,27,6305,Male,55,Senior
713,32774,0,1,1,1,0,0,0,0,6304,Female,48,Adult
714,242910,1115,5,1,1,103935,18,500,1,6296,Male,46,Adult
715,137843,0,4,1,1,45416,24,250,1,6302,Male,26,Young
716,30530,0,1,1,1,5590,12,2950,9,6298,Male,60,Senior
717,30973,0,1,1,1,0,0,0,0,6298,Female,32,Adult
718,238749,0,1,1,1,7134,14,3134,12,6297,Female,77,Senior
719,16803,0,1,1,1,1287,6,0,0,6291,Female,67,Senior
720,23553,810,1,1,1,1587,4,487,2,6295,Female,73,Senior
721,48161,0,4,1,1,41174,24,0,0,6294,Male,28,Young
722,21616,0,1,1,1,0,0,0,0,6291,Male,49,Adult
723,13114,0,2,1,1,14029,13,0,0,6289,Female,39,Adult
724,117120,0,4,1,1,41278,17,500,1,6288,Female,24,Young
725,52987,0,3,1,1,17510,15,0,0,6289,Male,63,Senior
726,150176,0,4,1,1,29999,17,400,1,6284,Female,49,Adult
727,19002,0,3,1,1,22675,21,0,0,6277,Female,21,Young
728,60976,0,5,1,1,97318,31,7000,14,6282,Female,54,Senior
729,50675,0,1,1,1,1100,2,100,1,6282,Male,56,Senior
730,65466,0,2,1,1,5488,13,0,0,6280,Male,78,Senior
731,64280,0,3,1,1,21721,18,0,0,6280,Female,70,Senior
732,14523,0,1,1,1,4197,4,0,0,6276,Female,71,Senior
733,384470,0,3,1,1,20468,16,0,0,6280,Male,46,Adult
734,9157,0,1,1,1,75,2,0,0,6274,Male,36,Adult
735,151904,733,5,1,1,76440,25,950,8,6273,Male,33,Adult
736,13781,0,4,1,1,48914,19,500,1,6269,Female,73,Senior
737,40567,0,3,1,1,18122,16,0,0,6268,Female,32,Adult
738,43090,0,3,1,1,11411,10,0,0,6259,Male,60,Senior
739,1875,0,1,1,1,1250,3,0,0,6266,Male,29,Young
740,126555,0,4,1,1,41253,19,0,0,6280,Female,22,Young
741,16472,0,4,1,1,45517,12,0,0,6262,Female,24,Young
742,21270,0,1,1,1,318,10,0,0,6256,Male,32,Adult
743,33410,0,1,1,1,818,12,0,0,6255,Female,44,Adult
744,15750,0,1,1,1,1065,3,0,0,6254,Male,60,Senior
745,104665,0,2,1,1,9547,12,0,0,6249,Female,55,Senior
746,86285,0,5,1,1,61274,14,0,0,6249,Male,19,Young
747,41967,0,1,1,1,2125,10,0,0,6247,Male,39,Adult
748,35026,0,1,1,1,9799,27,500,1,6247,Female,22,Young
749,138411,0,5,1,1,53843,14,0,0,6247,Female,43,Adult
750,127693,0,3,1,1,17383,15,0,0,6246,Male,30,Young
751,52050,0,4,1,1,43190,14,0,0,6245,Female,51,Senior
752,37162,0,1,1,1,0,0,0,0,6241,Male,39,Adult
753,440265,4081,1,1,1,22750,15,1250,10,6234,Female,56,Senior
754,66572,0,2,1,1,8048,14,450,2,6240,Female,58,Senior
755,237093,0,4,1,1,42020,15,0,0,6240,Male,63,Senior
756,79561,0,1,1,1,6333,12,400,2,6231,Female,31,Adult
757,131528,0,2,1,1,10365,17,500,1,6227,Female,23,Young
758,11820,0,1,1,1,2045,5,0,0,6227,Male,76,Senior
759,20810,0,1,1,1,1713,13,0,0,6225,Male,25,Young
760,189423,0,5,1,1,63584,31,600,1,6476,Female,46,Adult
761,96477,0,1,1,1,2987,13,0,0,6221,Female,27,Young
762,106471,0,1,1,1,8444,5,100,1,6220,Male,49,Adult
763,33374,0,3,1,1,20441,13,0,0,6214,Male,23,Young
764,210018,0,4,1,1,48914,16,0,0,6217,Female,74,Senior
765,26740,0,1,1,1,619,7,0,0,6213,Male,65,Senior
766,244216,0,4,1,1,39166,14,0,0,6214,Male,43,Adult
767,76737,0,4,1,1,34648,31,0,0,6211,Female,68,Senior
768,20999,0,3,1,1,15914,13,0,0,6206,Female,32,Adult
769,43179,0,3,1,1,11915,6,0,0,6214,Female,63,Senior
770,119214,0,2,1,1,10028,16,0,0,6205,Female,45,Adult
771,14988,0,1,1,1,2100,10,0,0,6203,Female,22,Young
772,21334,0,1,1,1,5472,20,0,0,6200,Male,36,Adult
773,104307,0,4,1,1,51769,24,450,1,6197,Male,43,Adult
774,34357,0,5,1,1,73622,25,100,1,6198,Male,47,Adult
775,231437,0,3,1,1,31266,26,1550,4,6340,Female,44,Adult
776,14662,0,1,1,1,1110,12,0,0,6197,Female,45,Adult
777,13144,0,3,1,1,18615,18,0,0,6196,Male,36,Adult
778,10978,0,3,1,1,14313,11,0,0,6193,Male,32,Adult
779,150698,0,4,1,1,43589,20,1200,4,6193,Male,32,Adult
780,18035,0,1,1,1,811,2,0,0,6193,Male,63,Senior
781,194604,0,2,1,1,6606,10,0,0,6190,Male,78,Senior
782,117852,2376,1,1,1,11406,21,3850,13,6186,Female,50,Adult
783,32356,0,3,1,1,22918,19,0,0,6571,Male,19,Young
784,44247,948,4,1,1,40939,26,0,0,6184,Female,32,Adult
785,23431,0,1,1,1,3546,10,0,0,6182,Male,43,Adult
786,37773,0,2,1,1,8436,15,0,0,6179,Male,33,Adult
787,245758,0,1,1,1,2750,4,750,2,6179,Male,55,Senior
788,63587,0,1,1,1,500,1,500,1,6184,Male,59,Senior
789,15088,0,1,1,1,5625,15,0,0,6177,Female,67,Senior
790,152539,0,5,1,1,65972,14,0,0,6187,Male,71,Senior
791,333500,0,5,1,1,69780,23,1258,4,6171,Male,43,Adult
792,15064,0,1,1,1,2910,9,0,0,6171,Female,36,Adult
793,19032,0,1,1,1,2375,12,0,0,6169,Female,31,Adult
794,66434,0,3,1,1,13041,13,0,0,6230,Male,45,Adult
795,146097,0,2,1,1,6919,16,0,0,6165,Female,61,Senior
796,8207,0,1,1,1,1750,7,0,0,6184,Female,35,Adult
797,293648,0,3,1,1,22148,15,0,0,6161,Female,43,Adult
798,147472,0,3,1,1,20645,16,0,0,6163,Female,42,Adult
799,103993,0,3,1,1,14149,13,100,1,6158,Male,23,Young
800,34651,0,1,1,1,4000,6,500,1,6157,Male,66,Senior
801,102339,0,4,1,1,47498,19,0,0,6156,Male,26,Young
802,149167,0,4,1,1,48521,13,0,0,6155,Female,75,Senior
803,105249,0,4,1,1,36093,15,0,0,6153,Female,47,Adult
804,55610,0,1,2,1,5095,13,0,0,6151,Female,39,Adult
805,70391,0,1,1,1,6000,4,0,0,6150,Male,41,Adult
806,74645,0,4,1,1,40367,18,0,0,6147,Female,29,Young
807,26939,0,4,1,1,29264,15,0,0,6148,Male,79,Senior
808,207655,500,5,1,1,78967,31,0,0,6144,Female,34,Adult
809,7421,0,1,1,1,0,0,0,0,6142,Male,21,Young
810,74924,6286,4,1,1,59650,13,0,0,6141,Male,39,Adult
811,17599,0,1,1,1,100,1,0,0,6029,Male,30,Young
812,5594,0,1,1,1,370,1,0,0,5835,Male,75,Senior
813,66122,0,3,1,1,11756,13,0,0,5630,Male,44,Adult
814,12024,0,1,1,1,0,0,0,0,5119,Female,64,Senior
815,42044,2253,3,1,1,11433,10,0,0,6140,Male,70,Senior
816,83105,0,4,1,1,65077,28,753,3,6137,Female,69,Senior
817,152063,0,4,1,1,34257,19,1100,3,6159,Male,34,Adult
818,59546,0,3,1,1,20730,4,0,0,6135,Female,53,Senior
819,1258,0,1,1,1,475,4,0,0,6134,Male,69,Senior
820,75181,0,1,1,1,2455,7,1100,3,6133,Female,20,Young
821,68255,0,3,1,1,19077,22,400,2,6130,Male,29,Young
822,58229,0,5,1,1,53108,16,500,1,6137,Female,61,Senior
823,97349,0,4,1,1,42774,14,0,0,6128,Male,48,Adult
824,131424,0,5,1,1,58814,14,50,1,6128,Male,30,Young
825,24011,0,2,1,1,20442,9,0,0,6123,Male,23,Young
826,64538,0,1,1,1,0,0,0,0,6123,Male,24,Young
827,3832,0,1,1,1,1000,1,0,0,6120,Female,77,Senior
828,3268,0,4,1,1,52263,32,0,0,6120,Female,65,Senior
